cve_id,component,severity,cvss_vector,cvss_version,base_score,AV,AC,PR,UI,S,C,I,A
CVE-2024-0082,ChatRTX,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,3.1,8.1,L,L,L,R,C,H,H,H
CVE-2024-10707,Chuanhugpt,中等,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.0,6.4,N,L,L,N,U,H,N,N
CVE-2024-10955,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.0,6.4,N,L,L,N,U,N,N,H
CVE-2024-2217,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-3402,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,3.0,6.8,N,L,L,R,C,H,N,N
CVE-2024-3404,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.0,6.4,N,L,L,N,U,H,N,N
CVE-2024-4321,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-4520,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-48059,Chuanhugpt,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,3.1,6.0,N,L,N,R,C,L,L,N
CVE-2024-5124,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-5278,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,3.0,6.4,N,L,N,R,U,H,N,N
CVE-2024-5823,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.0,6.4,N,L,N,N,U,N,L,L
CVE-2024-5982,Chuanhugpt,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,3.1,9.1,N,L,N,N,U,N,H,H
CVE-2024-6035,Chuanhugpt,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,3.0,9.3,N,L,N,R,C,H,H,N
CVE-2024-6036,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-6037,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-6038,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-6090,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-6255,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,3.0,8.1,N,L,N,N,U,N,L,H
CVE-2024-7807,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-7962,Chuanhugpt,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-8143,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.0,6.4,N,L,L,N,U,H,N,N
CVE-2024-8400,Chuanhugpt,中等,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,3.0,5.4,N,L,L,R,C,L,L,N
CVE-2024-8613,Chuanhugpt,高,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.0,8.0,N,L,L,N,U,H,H,N
CVE-2024-9107,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,3.0,6.8,N,L,L,R,C,H,N,N
CVE-2024-9159,Chuanhugpt,中等,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.0,6.4,N,L,L,N,U,N,N,H
CVE-2025-0188,Chuanhugpt,中等,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.0,6.4,N,L,L,N,U,H,N,N
CVE-2025-0191,Chuanhugpt,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.0,6.4,N,L,L,N,U,N,N,H
CVE-2024-21577,ComfyUI-Ace-Nodes,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,10.0,N,L,N,N,C,H,H,H
CVE-2024-21576,ComfyUI-Bmad-Nodes,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,10.0,N,L,N,N,C,H,H,H
CVE-2024-21575,ComfyUI-Impact-Pack,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:N,3.1,8.5,N,L,N,N,C,N,H,N
CVE-2024-21574,ComfyUI-Manager,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,10.0,N,L,N,N,C,H,H,H
CVE-2024-10252,Dify,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2024-11821,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2024-11822,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2024-11824,Dify,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:H/A:N,3.1,7.6,N,H,L,R,C,H,H,N
CVE-2024-11850,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,3.1,6.8,N,L,L,R,C,H,N,N
CVE-2024-12039,Dify,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,3.1,8.6,N,H,N,N,C,H,H,N
CVE-2024-12775,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2024-12776,Dify,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,8.9,N,H,N,N,C,H,H,H
CVE-2025-0184,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,3.1,8.5,N,L,N,N,C,H,N,N
CVE-2025-0185,Dify,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2025-11750,Dify,MEDIUM,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.0,4.2,A,L,N,N,U,N,L,N
CVE-2025-1796,Dify,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2025-29720,Dify,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,3.1,4.7,L,L,L,R,U,L,L,L
CVE-2025-3466,Dify,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2025-3467,Dify,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.0,7.9,N,L,L,R,U,H,H,H
CVE-2025-55182,Dify,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2025-56157,Dify,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2025-56520,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2025-63386,Dify,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2025-63387,Dify,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1,7.5,N,L,N,N,U,H,N,N
CVE-2025-63388,Dify,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2026-41947,Dify,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,7.4,N,H,N,N,U,H,H,N
CVE-2026-41948,Dify,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L,3.1,7.7,N,H,N,N,U,H,H,L
CVE-2026-41949,Dify,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1,5.8,N,H,N,N,U,H,N,N
CVE-2026-41950,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-6617,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,6.2,N,L,L,N,U,L,L,L
CVE-2026-6618,Dify,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,6.2,N,L,L,N,U,L,L,L
CVE-2026-6619,Dify,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,3.1,3.5,N,L,L,R,U,N,L,N
CVE-2024-10188,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-2952,LiteLLM,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2024-4264,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,3.1,7.1,N,L,H,N,U,H,H,H
CVE-2024-4888,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,3.0,6.4,N,L,H,N,U,N,H,H
CVE-2024-4889,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,3.0,7.1,N,L,H,N,U,H,H,H
CVE-2024-4890,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,3.0,4.8,N,L,H,N,U,H,N,N
CVE-2024-5225,LiteLLM,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,3.0,6.3,N,L,L,N,C,L,L,N
CVE-2024-5710,LiteLLM,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,5.2,N,H,L,N,U,N,H,N
CVE-2024-5751,LiteLLM,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2024-6587,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2024-6825,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.0,8.7,N,L,L,N,U,H,H,H
CVE-2024-8984,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.0,7.5,N,L,N,N,U,N,N,H
CVE-2024-9606,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2025-0628,LiteLLM,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.0,8.0,N,L,L,N,U,H,H,N
CVE-2025-11203,LiteLLM,LOW,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,3.0,3.5,N,L,L,R,U,L,N,N
CVE-2025-45809,LiteLLM,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,3.1,5.3,N,L,N,R,U,L,L,N
CVE-2026-40217,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42203,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42208,LiteLLM,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-42271,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-47101,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-47102,LiteLLM,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2024-37895,LobeChat,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,3.1,5.7,N,L,L,R,U,H,N,N
CVE-2025-55182,LobeChat,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,10.0,N,L,N,N,C,H,H,H
CVE-2026-39411,LobeChat,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,5.0,N,H,L,N,U,L,L,L
CVE-2026-22168,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-22169,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,3.1,6.3,L,H,H,N,U,H,H,H
CVE-2026-22170,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-22171,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,3.1,8.1,N,L,N,N,U,H,L,N
CVE-2026-22172,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2026-22174,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,3.1,5.7,L,H,N,N,U,H,L,N
CVE-2026-22175,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,3.1,7.1,N,L,L,N,U,H,L,N
CVE-2026-22177,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,3.1,6.1,L,L,L,N,U,N,H,L
CVE-2026-22178,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.1,6.4,N,L,N,N,U,N,L,L
CVE-2026-22179,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,3.1,6.6,N,H,H,N,U,H,H,H
CVE-2026-22180,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,5.2,L,L,L,N,U,L,L,L
CVE-2026-22181,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:L,3.1,6.3,N,H,L,N,U,H,L,L
CVE-2026-22217,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:L,3.1,5.3,L,H,L,N,U,N,H,L
CVE-2026-24763,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-24764,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,3.1,3.7,N,H,L,R,U,L,L,N
CVE-2026-25157,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H,3.1,7.7,L,H,N,R,C,H,H,H
CVE-2026-25474,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,3.1,7.5,N,L,N,N,U,N,H,N
CVE-2026-25475,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,5.2,N,H,L,N,U,H,N,N
CVE-2026-25593,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,8.4,L,L,N,N,U,H,H,H
CVE-2026-26319,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,3.1,7.5,N,L,N,N,U,N,H,N
CVE-2026-26321,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1,7.5,N,L,N,N,U,H,N,N
CVE-2026-27183,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,5.2,L,L,L,N,U,L,L,L
CVE-2026-27487,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,3.1,7.5,N,L,L,R,U,H,H,L
CVE-2026-27522,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-27523,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,3.1,6.1,L,L,L,N,U,N,H,L
CVE-2026-27524,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,3.0,N,H,L,N,U,N,L,N
CVE-2026-27545,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L,3.1,6.1,L,L,L,N,U,N,H,L
CVE-2026-27646,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,6.1,L,L,L,N,U,L,H,N
CVE-2026-30741,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-32038,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-32043,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H,3.1,6.5,L,H,L,N,U,L,H,H
CVE-2026-32044,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,3.1,5.4,L,L,N,R,U,N,N,H
CVE-2026-32045,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1,5.8,N,H,N,N,U,H,N,N
CVE-2026-32046,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,5.2,L,L,L,N,U,L,L,L
CVE-2026-32050,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,3.6,N,H,N,N,U,N,L,N
CVE-2026-32052,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:H,3.1,6.4,N,H,L,R,U,N,H,H
CVE-2026-32053,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.1,6.4,N,L,N,N,U,N,L,L
CVE-2026-32054,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H,3.1,6.5,L,H,L,N,U,L,H,H
CVE-2026-32058,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:N,3.1,2.6,N,H,L,R,U,N,L,N
CVE-2026-32059,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-32060,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-32061,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,3.1,4.4,L,L,H,N,U,H,N,N
CVE-2026-32062,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-32063,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,7.0,L,L,L,N,U,N,H,H
CVE-2026-32065,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:N,3.1,4.8,N,H,L,R,U,N,H,N
CVE-2026-32067,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,3.1,3.7,N,H,L,R,U,L,L,N
CVE-2026-32302,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,3.1,8.0,N,L,N,R,U,H,H,N
CVE-2026-32895,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-32896,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-32897,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,3.6,N,H,N,N,U,L,N,N
CVE-2026-32898,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-32899,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-32905,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,3.1,8.3,N,L,L,N,U,H,H,L
CVE-2026-32906,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-32913,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N,3.1,9.3,N,L,N,N,C,H,L,N
CVE-2026-32922,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2026-32924,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-32973,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-32975,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-32987,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-34507,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-34511,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,5.2,N,H,N,R,U,H,N,N
CVE-2026-34512,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-35617,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,4.1,N,H,L,N,U,L,L,N
CVE-2026-35618,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,3.1,6.4,N,H,N,N,U,L,H,N
CVE-2026-35619,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
